GSVICVC2 ,GSISSK1D ,GSVIVV12 ,GSISDRV4 ,GSVIU109 ,GSVICVS2,GSFXCA02 ,GSIRCA03 ,ABGS1176 ,GSVLFRU1 ,GSISEFE1 ,GSIRTR01 ,GSSWTR01,GSIRVA01 ,GSVLTYW1,GSVLGCW1,GSVIKY5E ,ABGSCAR2 ,GSVICVS1 ,GSVIUS3L,GSVILG10,GSVIUS31,GSISDRV5,GSXAT02I,GSVLL2B1,GSRVBA01,GSFXI001,GSISMNQS ,GSISMSS1
0.0047580052930355846,-0.007315487590833159,0.006684044554210382,-0.005059964236455073,-0.001567976283884008,-0.007216018304487389,-0.009747401758890347,0.003980788672256931,-0.009744456345559156,0.009864051369740008,0.0041433184361163505,-0.0019503863667223581,0.0026504365801283594,-0.007331976080341479,-0.007070739449504952,-0.003596918882684521,-0.0050065748431912145,0.007416565296586516,-0.00851991212915196,0.0035524666070556074,0.001136017115525277,-0.008178518426309808,-0.0040247544323596205,0.014124705410986375,-0.0021189517595982662,-0.008846003160105033,0.00794586591547034,-0.005240870403064069,0.002635451901478342
-0.010112207508340038,0.00041697528058943004,-0.004543425294085343,0.00303818349087986,0.0058422706106398175,0.00963618605406382,-0.0037391970427037144,0.004479712866239865,0.005440099664760982,0.0007725309739242004,0.0034269961801494785,0.00030360984917357297,0.005336655553415845,-0.012338448602940089,0.0073183612198121206,-0.004077098076697524,0.006972343728486265,0.002834156519725478,0.005607344954711603,-0.009610508631298854,-0.00718334387846968,-0.009426139484509048,-0.002431432205095858,0.008208546887331594,0.00015675299064136887,0.0020219809090795834,-0.010508424968100364,-0.008286618313748398,0.0009607247504150648
-0.0004269949886714773,-0.008386759229806362,0.007663283950626346,0.004806816669186077,0.007283744426844797,-0.0005423893620380132,0.009325624055155447,0.009689535400363634,-0.006144640034840807,-0.00679481849951064,-0.009997671295256035,-0.011288749842747133,-0.007598541727902001,0.004571427358296633,-0.004458982966639899,0.009582381492516685,-0.008162233497821397,0.0054325018259515235,0.004378637421547814,0.005646394352505076,-0.005536196740463713,0.00489778610686136,0.005697221981506289,0.0015326861876147533,-0.008837309160171896,0.0022937411255938393,-0.006977029799761921,0.002302443426350227,-0.005780688243696837
0.006565263921787579,-0.009076874392386762,0.009361499231975136,0.0073219089871717335,0.0016049442937193816,0.00246128142004229,0.008285735581662259,0.010580793358373844,-0.0032976555535090078,0.003154556847866479,0.005280735747952285,-0.00526004600739479,0.006797894470332124,0.0024121606110438744,-0.009308472317069797,-0.0035609801256409517,0.011370493913262728,0.0058209259826718885,-0.0058989245750618105,0.0009694001134743092,-0.00282930473702985,0.009000580357333638,-0.0003537047751821347,-0.006505035122762142,0.0071418891743597595,0.0030596659732824503,0.009536170987026365,-0.009515978932287268,-0.004351338435655594
0.007972097680827961,0.006835365119786843,-0.005450759628024533,0.0036131202309434493,-0.004520480004032811,0.004060828205998901,0.011861235814306637,-0.0024614577109189663,-0.004247770892295086,-0.006337680239308062,-0.006895503278745082,-0.0029632507972013706,-5.796565819934777e-05,-0.010568025764065403,-0.00558197986968338,-0.007032894603853257,0.005512961251381748,-0.0030695279463386904,-0.00933112902813908,0.010854071452184552,0.0035906348725329054,-0.0046773877413016,-0.002642206039530965,-0.0014003523788966997,-0.0018626967888054958,0.008200499388182998,-0.0002464458456187869,0.0003850216514045725,-0.004325890285543955
-0.006443198098208589,0.00016181109427440392,-0.0013030952801456398,-0.005748403370444376,0.009484023229344492,-0.0003430365142093183,-0.004546941798258444,0.003177048842711274,0.006633229155884631,0.0004822876166909779,0.003512273398211654,0.00496556704944154,0.00038968783106769063,0.008939888144620128,-0.0023337457778928442,0.009513844537823812,0.009195322841556336,0.0060018707468959915,0.009841020844134076,-0.004453157483320041,0.0019404414749620838,-0.0012818129826612252,0.003955951836083324,-0.01174038542091959,-0.008941312707193033,0.006194192291837477,-0.0031029338852952316,0.0022728377694043282,0.0032225546890475797
0.011371542509052207,0.005972117126397893,0.008397722492799554,0.009070648380447776,-0.0013275715110573807,0.00602385257681733,0.0039039438180757963,0.0023317524395245395,0.005107218777602788,0.008957797688008869,0.01062072294453787,0.0112145079618471,0.003285800725128609,0.0016773086890535856,3.296884823728399e-05,-0.00353803996021013,-0.0032782450988089852,0.010418676810886334,-0.005198229620339825,-0.0025008851646001404,-0.010805844372423648,0.008882900686854024,0.0032376134153203995,0.009394320436914199,-0.006968001329721765,-0.009094920013570417,0.007227542115950692,-0.005001590756076531,-0.0017725832077427148
-0.0003971687888893664,0.0009726448023981969,0.001803274808816531,0.011002522954088384,-0.001585984416770043,-0.005802069952574419,-0.0039637901907851845,-0.0007066208115420088,0.005034735746146106,0.007220885061090088,-0.009189582396695185,-0.006177464637156059,0.0098408615058774,0.0034522374466997656,0.010146564804727398,-0.004268690063520797,-0.006174702781754793,0.008953567153769366,-0.005959192005199084,-0.01228214750775625,0.009524255381071767,-0.01286334116093012,0.004139219484991688,0.000698169400922384,0.009156824088355872,-0.0060436927529229885,-0.005053906321258271,-0.0004334174785158469,-0.008429076846508123
0.007979571459083089,-0.00032272082671944613,-0.006461374924843067,0.00011608226290261904,0.0010514560302832948,0.006442066281355044,0.008116193453999278,-0.0025503113974164704,0.006551629189944879,-0.006301735747761037,-0.0010501325919546262,0.009783447389033058,-0.007830037856428523,-0.007008909469847471,-0.006499294307487638,0.010173276591389124,-0.006303247665456452,0.00016336020793147324,-0.007899584018367028,-0.006996536953990111,-0.0018597688705352042,-0.005770202844196525,-0.0026151746181766297,0.0037892941520526035,-0.002533719059129768,-0.0079489427643817,-0.0078115475336169365,0.006709091900999687,0.0005018005754342143
-0.0046669585920354585,-0.005963337327663652,-0.006755218067776576,-0.008194114357805132,-0.002886638078955905,0.0077952266822523784,0.0081412432982299,0.008378300982811527,0.00794149207759292,0.0010666779952932305,0.0032770054917779998,0.0015504680807148163,-0.0068478197321581264,-0.008357073303595499,0.008826011222502261,0.0020511822764387433,0.0032371184999593454,0.007000645638943653,0.00838087335059312,-0.008674707225447907,0.004775266781479189,0.004210806239372931,-0.0070183485862436255,-0.002411856981496141,0.003635671990633521,0.002353674386494274,0.0023926119138821377,-0.01004271255252773,-0.010228061788469054
